2.361050595924957562e+01,4.095041629272031969e+01
4.807692451746252971e+01,7.932642681828711773e+01
3.700209280714496174e+01,8.928667528971945444e+01
9.784039631200801068e+01,4.889402847297260735e+01
7.029837442736302933e+01,5.621289538485343229e+01
5.757047102714953724e+01,2.392337869033583786e+01
5.949458361924211403e+01,4.163415292906760357e+01
2.820940918733536051e+01,5.358957842450196551e+01
1.218779046871031824e+01,4.207980567497136803e+01
8.822112922387707101e+01,3.607021112607802138e+01
5.783564091728527501e+01,3.814659876216307310e+01
4.890041998737154216e+01,9.276680003714280076e+01
1.415150741795528866e+01,3.709866163447102139e+01
7.411285664296222819e+01,7.716969913750047283e+01
3.618371671440369397e+01,2.415802748136182743e+01
8.501607269206409967e+01,8.282056942617504092e+01
6.303589072753170086e+01,8.518769720273922985e+01
5.295008680853322147e+01,1.471180286222585032e+01
9.534470714081126630e+01,6.175859888918192553e+01
7.801393294436213921e+01,1.077025762211993865e+01
3.059616373452000815e+01,9.451788902601242626e+01
6.651228251684061377e+01,9.499699068339521091e+01
3.648146739008456052e+01,9.975857949211505371e+00
6.521266342685787265e+01,7.865566893495217471e+01
4.047403384431791551e+01,7.596136809177005489e+01
4.996684201183283136e+01,5.005524130649086345e+01
8.960353818310552754e+01,2.205340248415021520e+01
5.777022965588090386e+01,7.828146212292899975e+01
5.189645831554161504e+01,6.831365571641053691e+01
5.145301126617702892e+01,9.868403111795080918e+01
7.982083966030158706e+01,5.853219826779574220e+01
4.316066097111514210e+01,5.908692872914947714e+01
3.794727526369968729e+01,7.961080089469021459e+01
6.255468725604784197e+01,8.600027761451066510e+01
1.777789144727941206e+01,4.213205341869043252e+01
7.077598232646916188e+01,1.075040465266665990e+01
6.732237304969406466e+01,1.016262372992200547e+01
6.271732628499272266e+01,6.906353203041169309e+01
9.681013922756578349e-01,5.997209283008776737e+01
2.354463004233461376e+01,1.423042323384352059e+01
3.951476647842071799e+01,5.399730051178953261e+01
4.100686161095003257e+01,6.324937246681930958e+01
4.109863633853844078e+01,7.486664707956232689e+01
7.443736097933442153e+00,5.912027538723494757e+01
5.359646686121951831e+01,5.347562006372768195e+01
5.142025869186703346e+01,8.567433445754198829e+01
8.746838812389964346e+01,4.316265998662025538e+01
