4.680916528633327545e+01,1.164177050170755834e+01
4.138746257652850602e+01,4.155730124117908986e+01
5.110236240492045390e+00,1.065161688332595347e+01
1.452646512997475803e+01,1.346388297656266531e+01
4.987914051246135472e+01,3.225499217589149481e+01
7.511448643636529088e-01,3.060275193996874421e+01
3.343281348231286643e+01,2.922585670766099497e+01
2.476478618652113184e+01,2.119644725643916772e+01
2.951645967724776298e+01,3.858580437545960251e+01
3.529280954817772908e+01,4.861724598049037382e+01
3.871346454461330211e+01,1.710676267175505672e+01
2.653142204005351701e+01,6.612736405968445474e+00
3.312246409315766638e+00,2.700397549937263264e+01
1.867777628308546412e+01,3.031869969104688067e+01
1.308916136893686577e+01,4.761468846634500807e+01
2.288542301864789863e+01,4.459973163987099554e+01
3.969838111039796757e+01,3.144491019031406509e+01
1.398049697181969897e+01,2.927930084462186056e+00
1.249471822759550044e+01,1.655639313059285556e+01
3.261322943706393573e+01,4.385827506368371154e+00
2.894380133805936950e+01,2.618033481101477156e-01
1.894224236393487004e+01,4.928100475864610530e+01
5.006763092280220206e+01,2.277313742345664593e+01
1.343310623109319657e+01,3.666789467749451603e+01
4.403455924242175712e+01,4.296351547060384490e+01
4.419349196549354986e+01,2.535703814535614242e+01
2.159933299388984196e+01,5.054213656565313784e+01
3.693202461850689122e+00,1.363605865623119939e+01
4.451579804859316170e+01,2.195080885316032848e+01
1.414862666936239854e+01,6.048685378307631311e+00
6.783953227373370254e+00,2.453801215865243179e+01
1.589666187106965722e+01,2.754008533147506910e+01
4.652296807115777000e+01,1.910568593588746111e+01
3.581187280471492329e+01,2.277604535715545353e+01
2.422516415936431500e+01,3.123638811346544486e+01
4.119972655590081523e+00,3.901673578233202022e+01
3.905842375660707688e+01,4.357852354558377783e+01
3.462539803178433573e+01,3.556039290695152033e+01
4.142237158664067209e+01,2.314566235692625185e+01
1.939118540220556142e+01,9.713596370901539601e+00
3.434965808710091295e+01,1.759041769042764614e+01
3.497645606543692764e+01,9.156336595481304741e+00
1.781249850605219720e+01,1.995975866758759310e+01
1.262821595464168034e+01,2.943167573971760476e+01
2.391139053157743177e+01,4.192159603933123435e+01
1.308610392326684391e+01,1.061157932717126684e+01
4.160630797814899040e+01,1.632229419876730958e+01
4.364250693687886695e+01,1.391381789679597958e+01
1.619334409250026141e+01,1.070970252549449775e+01
3.232813137185292618e+01,1.491510982211219805e+01
2.835911549656421471e+01,1.637212159996207106e+01
4.851960751838485919e+01,3.496526173519705338e+01
3.026586158057930120e+01,3.493549542104966577e+01
3.347899497005469982e+01,2.446881286022713198e+01
2.957916356820550163e+01,4.166234443571861590e+01
1.902890801999323500e+01,2.682276264161250623e+01
4.385526961228604392e+01,3.234550231741437898e+01
1.252463330933485608e+01,2.342872727251562281e+01
1.155473091811895792e+01,4.409202478196037056e+00
2.514331910989512764e+01,2.740299132677582961e+01
1.188812255893236269e+01,7.961785034919961035e+00
3.687339471775948851e+01,1.967507965704224659e+01
1.966644597819623996e+01,6.551211516841121352e+00
2.242281143846435754e+01,8.795991444605318677e+00
3.031099723065825913e+01,3.141545437934630414e+01
1.587490047503901813e+01,1.755754852650993669e+01
1.530022545434836445e+01,3.073839612878773053e+01
9.155768917707391097e+00,3.760366243005380937e+01
9.985677647397826817e+00,2.609416505228841032e+01
2.113316701799259789e+01,3.185038079849183035e+01
3.231782107180981711e+01,4.978244285663128466e+01
7.907466880188322556e+00,4.336471795120161943e+01
9.796558814707006846e+00,2.927739172412837476e+01
4.021579108103986755e+01,8.909248692844604633e+00
2.708784926411135530e+01,4.778594355496846191e+01
2.032395641568324507e+01,1.798587555835716856e+01
6.855129049385167761e+00,1.532400919541811390e+01
1.875128761571603064e+01,3.797827035620876757e+01
2.846078370017204051e+01,1.117116124834358182e+01
3.170683089303440738e+01,1.077360680771445800e+01
2.956106201277382084e+01,4.968923998446388879e+00
2.643991824064283591e+01,4.478321432988276740e+01
3.556436951904445465e+01,4.213680163420903568e+01
2.321099206897460121e+01,3.258500455628750569e-01
